ID,SkillName,NameEffectID,SkillDesc,SkillType,Pr,Lv,clipname,effectTime,NumTime,BeattackclipTime,BeattackEffectTime,CastEffectAssetID,EffectAssetID,BeAttackAssetID,resIconName,GloAction,GloCondition,Actions,Conditions,ImpactPropType,ImpactPropNum,LevelUpNeedItem
2011,冰冻等级10,502,攻击单体的水属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,60,8,bingdongIcon_icon,"skill_bingdong_danti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2021,火焰等级1,526,攻击单体的火属性魔法，建议精神达123，1级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,79,61,-1,blazeIcon_icon,"skill_huoyan_danti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2021,火焰等级2,526,攻击单体的火属性魔法，建议精神达143，10级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,79,61,-1,blazeIcon_icon,"skill_huoyan_danti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2021,火焰等级3,526,攻击单体的火属性魔法，建议精神达163，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,79,61,-1,blazeIcon_icon,"skill_huoyan_danti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2021,火焰等级4,526,攻击单体的火属性魔法，建议精神达183，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,80,62,-1,blazeIcon_icon,"skill_huoyan_danti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2021,火焰等级5,526,攻击单体的火属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,80,62,-1,blazeIcon_icon,"skill_huoyan_danti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2021,火焰等级6,526,攻击单体的火属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,80,62,-1,blazeIcon_icon,"skill_huoyan_danti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2021,火焰等级7,526,攻击单体的火属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,81,63,-1,blazeIcon_icon,"skill_huoyan_danti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2021,火焰等级8,526,攻击单体的火属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,81,63,-1,blazeIcon_icon,"skill_huoyan_danti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2021,火焰等级9,526,攻击单体的火属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,81,63,-1,blazeIcon_icon,"skill_huoyan_danti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2021,火焰等级10,526,攻击单体的火属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,64,-1,blazeIcon_icon,"skill_huoyan_danti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2031,风刃等级1,517,攻击单体的风属性魔法，建议精神达123，1级可用。,SKT_Active,100,1,,0.1,0.5,0.5,0.5,79,53,-1,fengrenIcon_icon,"skill_fengren_danti_1(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2031,风刃等级2,517,攻击单体的风属性魔法，建议精神达143，10级可用。,SKT_Active,400,2,,0.1,0.5,0.5,0.5,79,53,-1,fengrenIcon_icon,"skill_fengren_danti_2(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2031,风刃等级3,517,攻击单体的风属性魔法，建议精神达163，20级可用。,SKT_Active,1300,3,,0.1,0.5,0.5,0.5,79,53,-1,fengrenIcon_icon,"skill_fengren_danti_3(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2031,风刃等级4,517,攻击单体的风属性魔法，建议精神达183，30级可用。,SKT_Active,5300,4,,0.1,0.5,0.5,0.5,80,54,-1,fengrenIcon_icon,"skill_fengren_danti_4(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2031,风刃等级5,517,攻击单体的风属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,20600,5,,0.1,0.5,0.5,0.5,80,54,-1,fengrenIcon_icon,"skill_fengren_danti_5(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2031,风刃等级6,517,攻击单体的风属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,96600,6,,0.1,0.5,0.5,0.5,80,54,-1,fengrenIcon_icon,"skill_fengren_danti_6(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2031,风刃等级7,517,攻击单体的风属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,261600,7,,0.1,0.5,0.5,0.5,81,55,-1,fengrenIcon_icon,"skill_fengren_danti_7(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2031,风刃等级8,517,攻击单体的风属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,621600,8,,0.1,0.5,0.5,0.5,81,55,-1,fengrenIcon_icon,"skill_fengren_danti_8(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2031,风刃等级9,517,攻击单体的风属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1271600,9,,0.1,0.5,0.5,0.5,81,55,-1,fengrenIcon_icon,"skill_fengren_danti_9(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2031,风刃等级10,517,攻击单体的风属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,56,-1,fengrenIcon_icon,"skill_fengren_danti_10(RECEIVER, ARG0, ARG1, ARG2,ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2041,十字落石等级1,547,攻击单体及其周围的地属性魔法，建议精神达123，5级可用。,SKT_Active,125,1,,0.1,0.5,0.5,0.5,79,65,8,qiangyunIcon_icon,"skill_yunshi_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2041,十字落石等级2,547,攻击单体及其周围的地属性魔法，建议精神达143，10级可用。,SKT_Active,500,2,,0.1,0.5,0.5,0.5,79,65,8,qiangyunIcon_icon,"skill_yunshi_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2041,十字落石等级3,547,攻击单体及其周围的地属性魔法，建议精神达163，20级可用。,SKT_Active,1625,3,,0.1,0.5,0.5,0.5,79,65,8,qiangyunIcon_icon,"skill_yunshi_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2041,十字落石等级4,547,攻击单体及其周围的地属性魔法，建议精神达183，30级可用。,SKT_Active,6625,4,,0.1,0.5,0.5,0.5,80,66,8,qiangyunIcon_icon,"skill_yunshi_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2041,十字落石等级5,547,攻击单体及其周围的地属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,25750,5,,0.1,0.5,0.5,0.5,80,66,8,qiangyunIcon_icon,"skill_yunshi_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2041,十字落石等级6,547,攻击单体及其周围的地属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,120750,6,,0.1,0.5,0.5,0.5,80,66,8,qiangyunIcon_icon,"skill_yunshi_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2041,十字落石等级7,547,攻击单体及其周围的地属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,327000,7,,0.1,0.5,0.5,0.5,81,67,8,qiangyunIcon_icon,"skill_yunshi_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2041,十字落石等级8,547,攻击单体及其周围的地属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,777000,8,,0.1,0.5,0.5,0.5,81,67,8,qiangyunIcon_icon,"skill_yunshi_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2041,十字落石等级9,547,攻击单体及其周围的地属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1589500,9,,0.1,0.5,0.5,0.5,81,67,8,qiangyunIcon_icon,"skill_yunshi_qiangli_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2041,十字落石等级10,547,攻击单体及其周围的地属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,68,8,qiangyunIcon_icon,"skill_yunshi_qiangli_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2051,十字冰冻等级1,537,攻击单体及其周围的水属性魔法，建议精神达123，5级可用。,SKT_Active,125,1,,0.1,0.5,0.5,0.5,79,57,8,qiangbingIcon_icon,"skill_bingdong_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2051,十字冰冻等级2,537,攻击单体及其周围的水属性魔法，建议精神达143，10级可用。,SKT_Active,500,2,,0.1,0.5,0.5,0.5,79,57,8,qiangbingIcon_icon,"skill_bingdong_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2051,十字冰冻等级3,537,攻击单体及其周围的水属性魔法，建议精神达163，20级可用。,SKT_Active,1625,3,,0.1,0.5,0.5,0.5,79,57,8,qiangbingIcon_icon,"skill_bingdong_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2051,十字冰冻等级4,537,攻击单体及其周围的水属性魔法，建议精神达183，30级可用。,SKT_Active,6625,4,,0.1,0.5,0.5,0.5,80,58,8,qiangbingIcon_icon,"skill_bingdong_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2051,十字冰冻等级5,537,攻击单体及其周围的水属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,25750,5,,0.1,0.5,0.5,0.5,80,58,8,qiangbingIcon_icon,"skill_bingdong_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2051,十字冰冻等级6,537,攻击单体及其周围的水属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,120750,6,,0.1,0.5,0.5,0.5,80,58,8,qiangbingIcon_icon,"skill_bingdong_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2051,十字冰冻等级7,537,攻击单体及其周围的水属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,327000,7,,0.1,0.5,0.5,0.5,81,59,8,qiangbingIcon_icon,"skill_bingdong_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2051,十字冰冻等级8,537,攻击单体及其周围的水属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,777000,8,,0.1,0.5,0.5,0.5,81,59,8,qiangbingIcon_icon,"skill_bingdong_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2051,十字冰冻等级9,537,攻击单体及其周围的水属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1589500,9,,0.1,0.5,0.5,0.5,81,59,8,qiangbingIcon_icon,"skill_bingdong_qiangli_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2051,十字冰冻等级10,537,攻击单体及其周围的水属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,60,8,qiangbingIcon_icon,"skill_bingdong_qiangli_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2061,十字火焰等级1,543,攻击单体及其周围的火属性魔法，建议精神达123，5级可用。,SKT_Active,125,1,,0.1,0.5,0.5,0.5,79,61,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2061,十字火焰等级2,543,攻击单体及其周围的火属性魔法，建议精神达143，10级可用。,SKT_Active,500,2,,0.1,0.5,0.5,0.5,79,61,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2061,十字火焰等级3,543,攻击单体及其周围的火属性魔法，建议精神达163，20级可用。,SKT_Active,1625,3,,0.1,0.5,0.5,0.5,79,61,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2061,十字火焰等级4,543,攻击单体及其周围的火属性魔法，建议精神达183，30级可用。,SKT_Active,6625,4,,0.1,0.5,0.5,0.5,80,62,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2061,十字火焰等级5,543,攻击单体及其周围的火属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,25750,5,,0.1,0.5,0.5,0.5,80,62,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2061,十字火焰等级6,543,攻击单体及其周围的火属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,120750,6,,0.1,0.5,0.5,0.5,80,62,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2061,十字火焰等级7,543,攻击单体及其周围的火属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,327000,7,,0.1,0.5,0.5,0.5,81,63,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2061,十字火焰等级8,543,攻击单体及其周围的火属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,777000,8,,0.1,0.5,0.5,0.5,81,63,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2061,十字火焰等级9,543,攻击单体及其周围的火属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1589500,9,,0.1,0.5,0.5,0.5,81,63,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2061,十字火焰等级10,543,攻击单体及其周围的火属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,64,-1,qianghuoIcon_icon,"skill_huoyan_qiangli_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2071,十字风刃等级1,539,攻击单体及其周围的风属性魔法，建议精神达123，5级可用。,SKT_Active,125,1,,0.1,0.5,0.5,0.5,79,53,-1,qiangfengIcon_icon,"skill_fengren_qiangli_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2071,十字风刃等级2,539,攻击单体及其周围的风属性魔法，建议精神达143，10级可用。,SKT_Active,500,2,,0.1,0.5,0.5,0.5,79,53,-1,qiangfengIcon_icon,"skill_fengren_qiangli_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2071,十字风刃等级3,539,攻击单体及其周围的风属性魔法，建议精神达163，20级可用。,SKT_Active,1625,3,,0.1,0.5,0.5,0.5,79,53,-1,qiangfengIcon_icon,"skill_fengren_qiangli_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2071,十字风刃等级4,539,攻击单体及其周围的风属性魔法，建议精神达183，30级可用。,SKT_Active,6625,4,,0.1,0.5,0.5,0.5,80,54,-1,qiangfengIcon_icon,"skill_fengren_qiangli_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2071,十字风刃等级5,539,攻击单体及其周围的风属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,25750,5,,0.1,0.5,0.5,0.5,80,54,-1,qiangfengIcon_icon,"skill_fengren_qiangli_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2071,十字风刃等级6,539,攻击单体及其周围的风属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,120750,6,,0.1,0.5,0.5,0.5,80,54,-1,qiangfengIcon_icon,"skill_fengren_qiangli_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2071,十字风刃等级7,539,攻击单体及其周围的风属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,327000,7,,0.1,0.5,0.5,0.5,81,55,-1,qiangfengIcon_icon,"skill_fengren_qiangli_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2071,十字风刃等级8,539,攻击单体及其周围的风属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,777000,8,,0.1,0.5,0.5,0.5,81,55,-1,qiangfengIcon_icon,"skill_fengren_qiangli_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2071,十字风刃等级9,539,攻击单体及其周围的风属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1589500,9,,0.1,0.5,0.5,0.5,81,55,-1,qiangfengIcon_icon,"skill_fengren_qiangli_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2071,十字风刃等级10,539,攻击单体及其周围的风属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,56,-1,qiangfengIcon_icon,"skill_fengren_qiangli_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
2081,全体落石等级1,514,攻击一侧全体的地属性魔法，建议精神达123，15级可用。,SKT_Active,150,1,,0.1,0.5,0.5,0.5,79,65,8,chaoyunIcon_icon,"skill_yunshi_quanti_1(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4500
2081,全体落石等级2,514,攻击一侧全体的地属性魔法，建议精神达143，15级可用。,SKT_Active,600,2,,0.1,0.5,0.5,0.5,79,65,8,chaoyunIcon_icon,"skill_yunshi_quanti_2(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4501
2081,全体落石等级3,514,攻击一侧全体的地属性魔法，建议精神达163，20级可用。,SKT_Active,1950,3,,0.1,0.5,0.5,0.5,79,65,8,chaoyunIcon_icon,"skill_yunshi_quanti_3(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4502
2081,全体落石等级4,514,攻击一侧全体的地属性魔法，建议精神达183，30级可用。,SKT_Active,7950,4,,0.1,0.5,0.5,0.5,80,66,8,chaoyunIcon_icon,"skill_yunshi_quanti_4(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4503
2081,全体落石等级5,514,攻击一侧全体的地属性魔法，建议精神达203，40级可用。并且需要进阶为1转职业等级。,SKT_Active,30900,5,,0.1,0.5,0.5,0.5,80,66,8,chaoyunIcon_icon,"skill_yunshi_quanti_5(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4504
2081,全体落石等级6,514,攻击一侧全体的地属性魔法，建议精神达223，50级可用。并且需要进阶为1转职业等级。,SKT_Active,144900,6,,0.1,0.5,0.5,0.5,80,66,8,chaoyunIcon_icon,"skill_yunshi_quanti_6(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4505
2081,全体落石等级7,514,攻击一侧全体的地属性魔法，建议精神达243，60级可用。并且需要进阶为2转职业等级。,SKT_Active,392400,7,,0.1,0.5,0.5,0.5,81,67,8,chaoyunIcon_icon,"skill_yunshi_quanti_7(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4506
2081,全体落石等级8,514,攻击一侧全体的地属性魔法，建议精神达263，70级可用。并且需要进阶为2转职业等级。,SKT_Active,932400,8,,0.1,0.5,0.5,0.5,81,67,8,chaoyunIcon_icon,"skill_yunshi_quanti_8(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4507
2081,全体落石等级9,514,攻击一侧全体的地属性魔法，建议精神达283，80级可用。并且需要进阶为3转职业等级。,SKT_Active,1907400,9,,0.1,0.5,0.5,0.5,81,67,8,chaoyunIcon_icon,"skill_yunshi_quanti_9(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,4508
2081,全体落石等级10,514,攻击一侧全体的地属性魔法，建议精神达303，90级可用。并且需要进阶为3转职业等级。,SKT_Active,,10,,0.1,0.5,0.5,0.5,82,68,8,chaoyunIcon_icon,"skill_yunshi_quanti_10(RECEIVER, ARG0, ARG1, ARG2, ARG3)","Mp_condition(RECEIVER, ARG0, ARG1, ARG2,ARG3,ARG4,ARG5)",,,,,
